frame_id,frame_name,delta_area_nm2_per_frame
1,11dd74426e8374ac110c4036c77c09ab_000000000001,-6.740682
2,11dd74426e8374ac110c4036c77c09ab_000000000002,-12.688343
3,11dd74426e8374ac110c4036c77c09ab_000000000003,1.625694
4,11dd74426e8374ac110c4036c77c09ab_000000000004,-9.861619
5,11dd74426e8374ac110c4036c77c09ab_000000000005,1.793209
6,11dd74426e8374ac110c4036c77c09ab_000000000006,2.647316
7,11dd74426e8374ac110c4036c77c09ab_000000000007,0.633874
8,11dd74426e8374ac110c4036c77c09ab_000000000008,0.534147
9,11dd74426e8374ac110c4036c77c09ab_000000000009,16.306998
10,11dd74426e8374ac110c4036c77c09ab_000000000010,-4.004758
11,11dd74426e8374ac110c4036c77c09ab_000000000011,-5.551150
12,11dd74426e8374ac110c4036c77c09ab_000000000012,1.268834
13,11dd74426e8374ac110c4036c77c09ab_000000000013,-19.351477
14,11dd74426e8374ac110c4036c77c09ab_000000000014,-37.962610
15,11dd74426e8374ac110c4036c77c09ab_000000000015,11.598626
16,11dd74426e8374ac110c4036c77c09ab_000000000016,10.988172
17,11dd74426e8374ac110c4036c77c09ab_000000000017,-13.712452
18,11dd74426e8374ac110c4036c77c09ab_000000000018,7.861866
19,11dd74426e8374ac110c4036c77c09ab_000000000019,-0.808229
20,11dd74426e8374ac110c4036c77c09ab_000000000020,31.992658
21,11dd74426e8374ac110c4036c77c09ab_000000000021,-1.068295
22,11dd74426e8374ac110c4036c77c09ab_000000000022,8.813430
23,11dd74426e8374ac110c4036c77c09ab_000000000023,3.891644
24,11dd74426e8374ac110c4036c77c09ab_000000000024,1.182755
25,11dd74426e8374ac110c4036c77c09ab_000000000025,-6.982068
26,11dd74426e8374ac110c4036c77c09ab_000000000026,1.983976
27,11dd74426e8374ac110c4036c77c09ab_000000000027,-2.251049
28,11dd74426e8374ac110c4036c77c09ab_000000000028,0.686761
29,11dd74426e8374ac110c4036c77c09ab_000000000029,-2.212896
30,11dd74426e8374ac110c4036c77c09ab_000000000030,5.532240
31,11dd74426e8374ac110c4036c77c09ab_000000000031,-3.166730
32,11dd74426e8374ac110c4036c77c09ab_000000000032,7.478062
33,11dd74426e8374ac110c4036c77c09ab_000000000033,-3.700878
34,11dd74426e8374ac110c4036c77c09ab_000000000034,-13.487471
35,11dd74426e8374ac110c4036c77c09ab_000000000035,-6.722998
36,11dd74426e8374ac110c4036c77c09ab_000000000036,5.326965
37,11dd74426e8374ac110c4036c77c09ab_000000000037,4.408523
38,11dd74426e8374ac110c4036c77c09ab_000000000038,-6.208670
39,11dd74426e8374ac110c4036c77c09ab_000000000039,0.514328
40,11dd74426e8374ac110c4036c77c09ab_000000000040,2.057311
41,11dd74426e8374ac110c4036c77c09ab_000000000041,19.110104
42,11dd74426e8374ac110c4036c77c09ab_000000000042,-2.060282
43,11dd74426e8374ac110c4036c77c09ab_000000000043,-20.068676
44,11dd74426e8374ac110c4036c77c09ab_000000000044,13.887829
45,11dd74426e8374ac110c4036c77c09ab_000000000045,2.441816
46,11dd74426e8374ac110c4036c77c09ab_000000000046,-10.721099
47,11dd74426e8374ac110c4036c77c09ab_000000000047,1.640595
48,11dd74426e8374ac110c4036c77c09ab_000000000048,10.835559
49,11dd74426e8374ac110c4036c77c09ab_000000000049,-14.037191
50,11dd74426e8374ac110c4036c77c09ab_000000000050,14.640366
51,11dd74426e8374ac110c4036c77c09ab_000000000051,1.269231
52,11dd74426e8374ac110c4036c77c09ab_000000000052,-2.025020
53,11dd74426e8374ac110c4036c77c09ab_000000000059,31.362076
54,11dd74426e8374ac110c4036c77c09ab_000000000060,-7.706982
55,11dd74426e8374ac110c4036c77c09ab_000000000061,-6.714994
56,11dd74426e8374ac110c4036c77c09ab_000000000062,-8.546356
57,11dd74426e8374ac110c4036c77c09ab_000000000063,0.457841
58,11dd74426e8374ac110c4036c77c09ab_000000000064,-14.421976
59,11dd74426e8374ac110c4036c77c09ab_000000000065,-2.708890
60,11dd74426e8374ac110c4036c77c09ab_000000000066,-4.044258
61,11dd74426e8374ac110c4036c77c09ab_000000000067,7.134681
62,11dd74426e8374ac110c4036c77c09ab_000000000068,-0.152614
63,11dd74426e8374ac110c4036c77c09ab_000000000069,1.983976
64,11dd74426e8374ac110c4036c77c09ab_000000000070,0.152614
65,11dd74426e8374ac110c4036c77c09ab_000000000071,-0.495994
66,11dd74426e8374ac110c4036c77c09ab_000000000072,-0.801221
67,11dd74426e8374ac110c4036c77c09ab_000000000073,-6.443463
68,11dd74426e8374ac110c4036c77c09ab_000000000074,5.143277
69,11dd74426e8374ac110c4036c77c09ab_000000000075,-2.645114
70,11dd74426e8374ac110c4036c77c09ab_000000000076,41.259303
71,11dd74426e8374ac110c4036c77c09ab_000000000077,4.387638
72,11dd74426e8374ac110c4036c77c09ab_000000000078,10.263258
73,11dd74426e8374ac110c4036c77c09ab_000000000079,3.662724
74,11dd74426e8374ac110c4036c77c09ab_000000000080,-28.345884
75,11dd74426e8374ac110c4036c77c09ab_000000000081,1.873622
76,11dd74426e8374ac110c4036c77c09ab_000000000082,1.432770
77,11dd74426e8374ac110c4036c77c09ab_000000000083,2.645114
78,11dd74426e8374ac110c4036c77c09ab_000000000084,1.542983
79,11dd74426e8374ac110c4036c77c09ab_000000000085,-36.554004
80,11dd74426e8374ac110c4036c77c09ab_000000000086,0.624541
81,11dd74426e8374ac110c4036c77c09ab_000000000087,-28.398237
82,11dd74426e8374ac110c4036c77c09ab_000000000088,2.828802
83,11dd74426e8374ac110c4036c77c09ab_000000000089,1.469508
84,11dd74426e8374ac110c4036c77c09ab_000000000090,-4.665687
85,11dd74426e8374ac110c4036c77c09ab_000000000091,-3.894195
86,11dd74426e8374ac110c4036c77c09ab_000000000092,-16.128523
87,11dd74426e8374ac110c4036c77c09ab_000000000093,-2.336283
88,11dd74426e8374ac110c4036c77c09ab_000000000094,14.827775
89,11dd74426e8374ac110c4036c77c09ab_000000000095,0.808229
90,11dd74426e8374ac110c4036c77c09ab_000000000096,-20.867010
91,11dd74426e8374ac110c4036c77c09ab_000000000097,16.385011
92,11dd74426e8374ac110c4036c77c09ab_000000000098,0.293902
93,11dd74426e8374ac110c4036c77c09ab_000000000099,-6.539309
94,11dd74426e8374ac110c4036c77c09ab_000000000100,-0.000000
95,11dd74426e8374ac110c4036c77c09ab_000000000101,0.613526
96,11dd74426e8374ac110c4036c77c09ab_000000000102,1.415929
97,11dd74426e8374ac110c4036c77c09ab_000000000103,31.528276
98,11dd74426e8374ac110c4036c77c09ab_000000000104,5.951927
99,11dd74426e8374ac110c4036c77c09ab_000000000105,-11.809437
100,11dd74426e8374ac110c4036c77c09ab_000000000106,32.183340
101,11dd74426e8374ac110c4036c77c09ab_000000000107,-1.449828
102,11dd74426e8374ac110c4036c77c09ab_000000000108,-10.225105
103,11dd74426e8374ac110c4036c77c09ab_000000000109,-3.891644
104,11dd74426e8374ac110c4036c77c09ab_000000000110,-23.743875
105,11dd74426e8374ac110c4036c77c09ab_000000000111,31.221937
106,11dd74426e8374ac110c4036c77c09ab_000000000112,0.686761
107,11dd74426e8374ac110c4036c77c09ab_000000000113,-17.287096
108,11dd74426e8374ac110c4036c77c09ab_000000000114,6.245408
109,11dd74426e8374ac110c4036c77c09ab_000000000115,-26.879689
110,11dd74426e8374ac110c4036c77c09ab_000000000116,3.256637
111,11dd74426e8374ac110c4036c77c09ab_000000000117,6.503287
112,11dd74426e8374ac110c4036c77c09ab_000000000118,3.232917
113,11dd74426e8374ac110c4036c77c09ab_000000000119,19.103600
114,11dd74426e8374ac110c4036c77c09ab_000000000120,28.581925
115,11dd74426e8374ac110c4036c77c09ab_000000000121,-27.406319
116,11dd74426e8374ac110c4036c77c09ab_000000000122,-5.878031
117,11dd74426e8374ac110c4036c77c09ab_000000000123,-0.440852
118,11dd74426e8374ac110c4036c77c09ab_000000000124,-28.581483
119,11dd74426e8374ac110c4036c77c09ab_000000000125,0.920354
120,11dd74426e8374ac110c4036c77c09ab_000000000126,3.610619
121,11dd74426e8374ac110c4036c77c09ab_000000000127,32.720605
122,11dd74426e8374ac110c4036c77c09ab_000000000128,0.808229
123,11dd74426e8374ac110c4036c77c09ab_000000000129,23.218222
124,11dd74426e8374ac110c4036c77c09ab_000000000130,-4.335048
125,11dd74426e8374ac110c4036c77c09ab_000000000131,3.600294
126,11dd74426e8374ac110c4036c77c09ab_000000000132,-1.102131
127,11dd74426e8374ac110c4036c77c09ab_000000000133,-16.164585
128,11dd74426e8374ac110c4036c77c09ab_000000000134,31.961793
129,11dd74426e8374ac110c4036c77c09ab_000000000135,13.078619
130,11dd74426e8374ac110c4036c77c09ab_000000000136,11.388685
131,11dd74426e8374ac110c4036c77c09ab_000000000137,0.293902
132,11dd74426e8374ac110c4036c77c09ab_000000000138,-1.238496
133,11dd74426e8374ac110c4036c77c09ab_000000000139,-3.327434
134,11dd74426e8374ac110c4036c77c09ab_000000000140,15.293336
135,11dd74426e8374ac110c4036c77c09ab_000000000141,3.673769
136,11dd74426e8374ac110c4036c77c09ab_000000000142,-0.440852
137,11dd74426e8374ac110c4036c77c09ab_000000000143,16.547464
138,11dd74426e8374ac110c4036c77c09ab_000000000144,1.449828
139,11dd74426e8374ac110c4036c77c09ab_000000000145,9.690958
140,11dd74426e8374ac110c4036c77c09ab_000000000146,-0.228920
141,11dd74426e8374ac110c4036c77c09ab_000000000147,19.420069
142,11dd74426e8374ac110c4036c77c09ab_000000000148,-1.564288
143,11dd74426e8374ac110c4036c77c09ab_000000000149,-25.035904
144,11dd74426e8374ac110c4036c77c09ab_000000000150,22.632241
145,11dd74426e8374ac110c4036c77c09ab_000000000151,1.945822
146,11dd74426e8374ac110c4036c77c09ab_000000000152,-33.422358
147,11dd74426e8374ac110c4036c77c09ab_000000000153,0.724914
148,11dd74426e8374ac110c4036c77c09ab_000000000154,-12.628768
149,11dd74426e8374ac110c4036c77c09ab_000000000155,2.594430
150,11dd74426e8374ac110c4036c77c09ab_000000000156,3.891644
151,11dd74426e8374ac110c4036c77c09ab_000000000157,-17.397940
152,11dd74426e8374ac110c4036c77c09ab_000000000158,-8.261909
153,11dd74426e8374ac110c4036c77c09ab_000000000159,-1.200129
154,11dd74426e8374ac110c4036c77c09ab_000000000160,-12.074128
155,11dd74426e8374ac110c4036c77c09ab_000000000161,11.315209
156,11dd74426e8374ac110c4036c77c09ab_000000000162,-3.159442
157,11dd74426e8374ac110c4036c77c09ab_000000000163,8.996014
158,11dd74426e8374ac110c4036c77c09ab_000000000164,26.272171
159,11dd74426e8374ac110c4036c77c09ab_000000000165,-2.755327
160,11dd74426e8374ac110c4036c77c09ab_000000000166,-1.653196
161,11dd74426e8374ac110c4036c77c09ab_000000000167,-0.734754
162,11dd74426e8374ac110c4036c77c09ab_000000000168,-47.419825
163,11dd74426e8374ac110c4036c77c09ab_000000000169,18.573191
164,11dd74426e8374ac110c4036c77c09ab_000000000170,-59.015770
165,11dd74426e8374ac110c4036c77c09ab_000000000171,-39.984739
166,11dd74426e8374ac110c4036c77c09ab_000000000172,2.632583
167,11dd74426e8374ac110c4036c77c09ab_000000000173,14.383823
168,11dd74426e8374ac110c4036c77c09ab_000000000174,-0.381534
169,11dd74426e8374ac110c4036c77c09ab_000000000175,62.266311
170,11dd74426e8374ac110c4036c77c09ab_000000000176,-7.096528
171,11dd74426e8374ac110c4036c77c09ab_000000000177,-11.903853
172,11dd74426e8374ac110c4036c77c09ab_000000000178,1.030141
173,11dd74426e8374ac110c4036c77c09ab_000000000179,3.777184
174,11dd74426e8374ac110c4036c77c09ab_000000000180,-26.060102
175,11dd74426e8374ac110c4036c77c09ab_000000000181,0.698016
176,11dd74426e8374ac110c4036c77c09ab_000000000182,-8.996024
177,11dd74426e8374ac110c4036c77c09ab_000000000183,2.622951
178,11dd74426e8374ac110c4036c77c09ab_000000000184,-14.891887
179,11dd74426e8374ac110c4036c77c09ab_000000000185,-2.123894
180,11dd74426e8374ac110c4036c77c09ab_000000000186,1.557522
181,11dd74426e8374ac110c4036c77c09ab_000000000187,10.920237
182,11dd74426e8374ac110c4036c77c09ab_000000000188,-1.249082
183,11dd74426e8374ac110c4036c77c09ab_000000000189,2.057311
184,11dd74426e8374ac110c4036c77c09ab_000000000190,0.220426
185,11dd74426e8374ac110c4036c77c09ab_000000000191,6.095345
186,11dd74426e8374ac110c4036c77c09ab_000000000192,3.739031
187,11dd74426e8374ac110c4036c77c09ab_000000000193,-36.261145
188,11dd74426e8374ac110c4036c77c09ab_000000000194,13.311412
189,11dd74426e8374ac110c4036c77c09ab_000000000195,0.624541
190,11dd74426e8374ac110c4036c77c09ab_000000000196,-13.078619
191,11dd74426e8374ac110c4036c77c09ab_000000000197,1.836885
192,11dd74426e8374ac110c4036c77c09ab_000000000198,12.527553
193,11dd74426e8374ac110c4036c77c09ab_000000000199,2.167524
194,11dd74426e8374ac110c4036c77c09ab_000000000200,5.363703
195,11dd74426e8374ac110c4036c77c09ab_000000000201,20.793534
196,11dd74426e8374ac110c4036c77c09ab_000000000202,4.922851
197,11dd74426e8374ac110c4036c77c09ab_000000000203,-13.592946
198,11dd74426e8374ac110c4036c77c09ab_000000000204,4.628949
199,11dd74426e8374ac110c4036c77c09ab_000000000205,39.368677
200,11dd74426e8374ac110c4036c77c09ab_000000000206,-2.017727
201,11dd74426e8374ac110c4036c77c09ab_000000000207,11.951034
202,11dd74426e8374ac110c4036c77c09ab_000000000208,-14.180749
203,11dd74426e8374ac110c4036c77c09ab_000000000209,61.977904
204,11dd74426e8374ac110c4036c77c09ab_000000000210,-27.077095
205,11dd74426e8374ac110c4036c77c09ab_000000000211,1.910360
206,11dd74426e8374ac110c4036c77c09ab_000000000212,-12.428940
207,11dd74426e8374ac110c4036c77c09ab_000000000213,2.619469
208,11dd74426e8374ac110c4036c77c09ab_000000000214,15.760977
209,11dd74426e8374ac110c4036c77c09ab_000000000215,0.991918
210,11dd74426e8374ac110c4036c77c09ab_000000000216,9.221161
211,11dd74426e8374ac110c4036c77c09ab_000000000217,0.293902
212,11dd74426e8374ac110c4036c77c09ab_000000000218,3.526819
213,11dd74426e8374ac110c4036c77c09ab_000000000219,0.955180
214,11dd74426e8374ac110c4036c77c09ab_000000000220,1.910360
215,11dd74426e8374ac110c4036c77c09ab_000000000221,-3.085966
216,11dd74426e8374ac110c4036c77c09ab_000000000222,-17.751341
217,11dd74426e8374ac110c4036c77c09ab_000000000223,62.756403
218,11dd74426e8374ac110c4036c77c09ab_000000000224,-19.949955
219,11dd74426e8374ac110c4036c77c09ab_000000000225,3.820720
220,11dd74426e8374ac110c4036c77c09ab_000000000226,24.393828
221,11dd74426e8374ac110c4036c77c09ab_000000000227,0.367377
222,11dd74426e8374ac110c4036c77c09ab_000000000228,-1.249082
223,11dd74426e8374ac110c4036c77c09ab_000000000229,2.204262
224,11dd74426e8374ac110c4036c77c09ab_000000000230,31.300514
225,11dd74426e8374ac110c4036c77c09ab_000000000231,-30.271859
226,11dd74426e8374ac110c4036c77c09ab_000000000232,0.293902
227,11dd74426e8374ac110c4036c77c09ab_000000000233,-79.683809
228,11dd74426e8374ac110c4036c77c09ab_000000000234,4.389381
229,11dd74426e8374ac110c4036c77c09ab_000000000235,19.327434
230,11dd74426e8374ac110c4036c77c09ab_000000000236,4.318584
231,11dd74426e8374ac110c4036c77c09ab_000000000237,8.495575
232,11dd74426e8374ac110c4036c77c09ab_000000000238,8.283186
233,11dd74426e8374ac110c4036c77c09ab_000000000239,3.115044
234,11dd74426e8374ac110c4036c77c09ab_000000000240,-4.884956
235,11dd74426e8374ac110c4036c77c09ab_000000000241,5.805310
236,11dd74426e8374ac110c4036c77c09ab_000000000242,-10.532391
237,11dd74426e8374ac110c4036c77c09ab_000000000243,34.827333
238,11dd74426e8374ac110c4036c77c09ab_000000000244,-67.288207
239,11dd74426e8374ac110c4036c77c09ab_000000000245,23.382645
240,11dd74426e8374ac110c4036c77c09ab_000000000246,19.585209
241,11dd74426e8374ac110c4036c77c09ab_000000000247,-6.024982
242,11dd74426e8374ac110c4036c77c09ab_000000000248,2.718589
243,11dd74426e8374ac110c4036c77c09ab_000000000249,21.381337
244,11dd74426e8374ac110c4036c77c09ab_000000000250,-0.808229
245,11dd74426e8374ac110c4036c77c09ab_000000000251,19.643651
246,11dd74426e8374ac110c4036c77c09ab_000000000252,22.825122
247,11dd74426e8374ac110c4036c77c09ab_000000000253,-21.692379
248,11dd74426e8374ac110c4036c77c09ab_000000000254,-66.407080
249,11dd74426e8374ac110c4036c77c09ab_000000000255,31.433628
250,11dd74426e8374ac110c4036c77c09ab_000000000256,-59.057903
251,11dd74426e8374ac110c4036c77c09ab_000000000257,-8.596620
252,11dd74426e8374ac110c4036c77c09ab_000000000258,10.066128
253,11dd74426e8374ac110c4036c77c09ab_000000000259,-15.048773
254,11dd74426e8374ac110c4036c77c09ab_000000000260,-7.581645
255,11dd74426e8374ac110c4036c77c09ab_000000000261,16.695071
256,11dd74426e8374ac110c4036c77c09ab_000000000262,41.540170
257,11dd74426e8374ac110c4036c77c09ab_000000000263,-38.249937
258,11dd74426e8374ac110c4036c77c09ab_000000000264,11.795224
259,11dd74426e8374ac110c4036c77c09ab_000000000265,1.449828
260,11dd74426e8374ac110c4036c77c09ab_000000000266,4.044258
261,11dd74426e8374ac110c4036c77c09ab_000000000267,-7.590560
262,11dd74426e8374ac110c4036c77c09ab_000000000268,-34.606907
263,11dd74426e8374ac110c4036c77c09ab_000000000269,0.808229
264,11dd74426e8374ac110c4036c77c09ab_000000000270,-13.152094
265,11dd74426e8374ac110c4036c77c09ab_000000000271,-1.616458
266,11dd74426e8374ac110c4036c77c09ab_000000000272,9.919177
267,11dd74426e8374ac110c4036c77c09ab_000000000273,-0.881705
268,11dd74426e8374ac110c4036c77c09ab_000000000274,7.567965
269,11dd74426e8374ac110c4036c77c09ab_000000000275,3.085966
270,11dd74426e8374ac110c4036c77c09ab_000000000276,9.418753
271,11dd74426e8374ac110c4036c77c09ab_000000000277,15.230769
272,11dd74426e8374ac110c4036c77c09ab_000000000278,7.230769
273,11dd74426e8374ac110c4036c77c09ab_000000000279,-27.618719
274,11dd74426e8374ac110c4036c77c09ab_000000000280,0.146951
275,11dd74426e8374ac110c4036c77c09ab_000000000281,-10.580456
276,11dd74426e8374ac110c4036c77c09ab_000000000282,5.731080
277,11dd74426e8374ac110c4036c77c09ab_000000000283,20.474990
278,11dd74426e8374ac110c4036c77c09ab_000000000284,-4.461538
279,11dd74426e8374ac110c4036c77c09ab_000000000285,-2.461538
280,11dd74426e8374ac110c4036c77c09ab_000000000286,1.684207
281,11dd74426e8374ac110c4036c77c09ab_000000000287,5.341473
282,11dd74426e8374ac110c4036c77c09ab_000000000288,-35.025680
283,11dd74426e8374ac110c4036c77c09ab_000000000289,-12.211538
284,11dd74426e8374ac110c4036c77c09ab_000000000290,-71.136113
285,11dd74426e8374ac110c4036c77c09ab_000000000291,-27.479794
286,11dd74426e8374ac110c4036c77c09ab_000000000292,16.742100
287,11dd74426e8374ac110c4036c77c09ab_000000000293,27.857459
288,11dd74426e8374ac110c4036c77c09ab_000000000294,-36.002939
289,11dd74426e8374ac110c4036c77c09ab_000000000295,80.351365
290,11dd74426e8374ac110c4036c77c09ab_000000000296,-39.809675
291,11dd74426e8374ac110c4036c77c09ab_000000000297,0.674068
292,11dd74426e8374ac110c4036c77c09ab_000000000298,-15.214499
293,11dd74426e8374ac110c4036c77c09ab_000000000299,-1.755055
294,11dd74426e8374ac110c4036c77c09ab_000000000300,-13.224897
295,11dd74426e8374ac110c4036c77c09ab_000000000301,-0.440852
296,11dd74426e8374ac110c4036c77c09ab_000000000302,3.747245
297,11dd74426e8374ac110c4036c77c09ab_000000000303,-0.587803
298,11dd74426e8374ac110c4036c77c09ab_000000000304,-23.581229
299,11dd74426e8374ac110c4036c77c09ab_000000000305,1.486726
300,11dd74426e8374ac110c4036c77c09ab_000000000306,-28.318584
301,11dd74426e8374ac110c4036c77c09ab_000000000307,49.090531
302,11dd74426e8374ac110c4036c77c09ab_000000000308,5.143277
303,11dd74426e8374ac110c4036c77c09ab_000000000309,21.999118
304,11dd74426e8374ac110c4036c77c09ab_000000000310,3.496841
305,11dd74426e8374ac110c4036c77c09ab_000000000311,11.462160
306,11dd74426e8374ac110c4036c77c09ab_000000000312,-14.519360
307,11dd74426e8374ac110c4036c77c09ab_000000000313,50.557397
308,11dd74426e8374ac110c4036c77c09ab_000000000314,10.072491
309,11dd74426e8374ac110c4036c77c09ab_000000000315,9.080504
310,11dd74426e8374ac110c4036c77c09ab_000000000316,28.462419
311,11dd74426e8374ac110c4036c77c09ab_000000000317,20.688298
312,11dd74426e8374ac110c4036c77c09ab_000000000318,-2.756211
313,11dd74426e8374ac110c4036c77c09ab_000000000319,4.502098
314,11dd74426e8374ac110c4036c77c09ab_000000000320,14.727203
315,11dd74426e8374ac110c4036c77c09ab_000000000321,9.690958
316,11dd74426e8374ac110c4036c77c09ab_000000000322,5.570393
317,11dd74426e8374ac110c4036c77c09ab_000000000323,-10.911866
318,11dd74426e8374ac110c4036c77c09ab_000000000324,4.807325
319,11dd74426e8374ac110c4036c77c09ab_000000000325,-13.964136
320,11dd74426e8374ac110c4036c77c09ab_000000000326,1.755055
321,11dd74426e8374ac110c4036c77c09ab_000000000327,-33.412827
322,11dd74426e8374ac110c4036c77c09ab_000000000328,-68.185158
323,11dd74426e8374ac110c4036c77c09ab_000000000329,4.041146
324,11dd74426e8374ac110c4036c77c09ab_000000000330,34.908994
325,11dd74426e8374ac110c4036c77c09ab_000000000331,3.963182
326,11dd74426e8374ac110c4036c77c09ab_000000000332,-101.914057
327,11dd74426e8374ac110c4036c77c09ab_000000000333,12.105778
328,11dd74426e8374ac110c4036c77c09ab_000000000334,37.008775
329,11dd74426e8374ac110c4036c77c09ab_000000000335,-5.951927
330,11dd74426e8374ac110c4036c77c09ab_000000000336,-36.845156
331,11dd74426e8374ac110c4036c77c09ab_000000000337,-14.585596
332,11dd74426e8374ac110c4036c77c09ab_000000000338,-5.341473
334,11dd74426e8374ac110c4036c77c09ab_000000000374,231.419053
335,11dd74426e8374ac110c4036c77c09ab_000000000375,7.714916
336,11dd74426e8374ac110c4036c77c09ab_000000000376,-5.290228
337,11dd74426e8374ac110c4036c77c09ab_000000000377,-0.073475
338,11dd74426e8374ac110c4036c77c09ab_000000000378,-77.493020
339,11dd74426e8374ac110c4036c77c09ab_000000000379,0.707965
340,11dd74426e8374ac110c4036c77c09ab_000000000380,93.170066
341,11dd74426e8374ac110c4036c77c09ab_000000000381,23.218222
342,11dd74426e8374ac110c4036c77c09ab_000000000382,5.510654
343,11dd74426e8374ac110c4036c77c09ab_000000000383,24.393828
344,11dd74426e8374ac110c4036c77c09ab_000000000384,-6.098457
345,11dd74426e8374ac110c4036c77c09ab_000000000385,31.080088
346,11dd74426e8374ac110c4036c77c09ab_000000000386,0.440852
347,11dd74426e8374ac110c4036c77c09ab_000000000387,15.538628
348,11dd74426e8374ac110c4036c77c09ab_000000000388,7.020221
349,11dd74426e8374ac110c4036c77c09ab_000000000389,1.068295
350,11dd74426e8374ac110c4036c77c09ab_000000000390,-46.845366
351,11dd74426e8374ac110c4036c77c09ab_000000000391,33.720605
352,11dd74426e8374ac110c4036c77c09ab_000000000392,-6.104540
353,11dd74426e8374ac110c4036c77c09ab_000000000393,2.136589
354,11dd74426e8374ac110c4036c77c09ab_000000000394,-194.288036
355,11dd74426e8374ac110c4036c77c09ab_000000000395,-25.460948
356,11dd74426e8374ac110c4036c77c09ab_000000000396,1.881414
357,11dd74426e8374ac110c4036c77c09ab_000000000397,30.829755
358,11dd74426e8374ac110c4036c77c09ab_000000000398,-3.477748
359,11dd74426e8374ac110c4036c77c09ab_000000000399,-0.235780
360,11dd74426e8374ac110c4036c77c09ab_000000000400,-2.239906
361,11dd74426e8374ac110c4036c77c09ab_000000000401,11.317418
362,11dd74426e8374ac110c4036c77c09ab_000000000402,2.122016
363,11dd74426e8374ac110c4036c77c09ab_000000000403,-7.186907
364,11dd74426e8374ac110c4036c77c09ab_000000000404,-34.492588
365,11dd74426e8374ac110c4036c77c09ab_000000000405,-3.021665
366,11dd74426e8374ac110c4036c77c09ab_000000000406,-0.305823
367,11dd74426e8374ac110c4036c77c09ab_000000000407,4.476327
368,11dd74426e8374ac110c4036c77c09ab_000000000408,-70.703013
369,11dd74426e8374ac110c4036c77c09ab_000000000409,-34.548063
370,11dd74426e8374ac110c4036c77c09ab_000000000410,-17.983903
371,11dd74426e8374ac110c4036c77c09ab_000000000411,18.434203
372,11dd74426e8374ac110c4036c77c09ab_000000000412,24.514511
373,11dd74426e8374ac110c4036c77c09ab_000000000413,4.314371
374,11dd74426e8374ac110c4036c77c09ab_000000000414,-32.952066
375,11dd74426e8374ac110c4036c77c09ab_000000000415,58.820294
376,11dd74426e8374ac110c4036c77c09ab_000000000416,1.483680
377,11dd74426e8374ac110c4036c77c09ab_000000000417,18.753709
378,11dd74426e8374ac110c4036c77c09ab_000000000418,34.005935
379,11dd74426e8374ac110c4036c77c09ab_000000000419,-18.773804
380,11dd74426e8374ac110c4036c77c09ab_000000000420,-40.918221
381,11dd74426e8374ac110c4036c77c09ab_000000000421,-3.041607
382,11dd74426e8374ac110c4036c77c09ab_000000000422,-16.791591
383,11dd74426e8374ac110c4036c77c09ab_000000000423,16.791626
384,11dd74426e8374ac110c4036c77c09ab_000000000424,-50.301326
385,11dd74426e8374ac110c4036c77c09ab_000000000425,24.138909
386,11dd74426e8374ac110c4036c77c09ab_000000000426,59.813016
387,11dd74426e8374ac110c4036c77c09ab_000000000427,22.843107
388,11dd74426e8374ac110c4036c77c09ab_000000000428,-1.043905
389,11dd74426e8374ac110c4036c77c09ab_000000000429,-73.240367
